gene	length	species	median	quant
13_distribution_divergence/01_input_alignments/OG0010102_disco_tree1_aligned_trim.faa	208	30	0.249764807168269	0
13_distribution_divergence/01_input_alignments/OG0002611_disco_tree1_aligned_trim.faa	817	21	0.250076306852976	0
13_distribution_divergence/01_input_alignments/OG0008730_disco_tree1_aligned_trim.faa	287	33	0.250277229439575	0
13_distribution_divergence/01_input_alignments/OG0009289_disco_tree1_aligned_trim.faa	393	33	0.250339400935353	0
13_distribution_divergence/01_input_alignments/OG0009939_disco_tree1_aligned_trim.faa	129	31	0.250421132582312	0
13_distribution_divergence/01_input_alignments/OG0008476_disco_tree1_aligned_trim.faa	147	33	0.250582476249577	0
13_distribution_divergence/01_input_alignments/OG0000114_disco_tree3_aligned_trim.faa	587	28	0.250697708918015	0
13_distribution_divergence/01_input_alignments/OG0006148_disco_tree1_aligned_trim.faa	702	32	0.250952905821668	0
13_distribution_divergence/01_input_alignments/OG0009193_disco_tree1_aligned_trim.faa	296	33	0.250980672976454	0
13_distribution_divergence/01_input_alignments/OG0010524_disco_tree1_aligned_trim.faa	366	31	0.251045347756074	0
13_distribution_divergence/01_input_alignments/OG0000884_disco_tree3_aligned_trim.faa	172	19	0.251064499644552	0
13_distribution_divergence/01_input_alignments/OG0009202_disco_tree1_aligned_trim.faa	367	32	0.251194129511812	0
13_distribution_divergence/01_input_alignments/OG0000522_disco_tree2_aligned_trim.faa	652	21	0.25175606179812	0
13_distribution_divergence/01_input_alignments/OG0000114_disco_tree8_aligned_trim.faa	598	27	0.251793017527798	0
13_distribution_divergence/01_input_alignments/OG0008735_disco_tree1_aligned_trim.faa	565	32	0.251893682731116	0
13_distribution_divergence/01_input_alignments/OG0002296_disco_tree2_aligned_trim.faa	131	32	0.252099551337391	0
13_distribution_divergence/01_input_alignments/OG0008774_disco_tree1_aligned_trim.faa	181	24	0.2523156552778	0
13_distribution_divergence/01_input_alignments/OG0002197_disco_tree1_aligned_trim.faa	2276	25	0.252426753980695	0
13_distribution_divergence/01_input_alignments/OG0007577_disco_tree1_aligned_trim.faa	273	33	0.252699664349521	0
13_distribution_divergence/01_input_alignments/OG0005711_disco_tree1_aligned_trim.faa	577	32	0.252809295631725	0
13_distribution_divergence/01_input_alignments/OG0007372_disco_tree1_aligned_trim.faa	477	28	0.252835993403794	0
13_distribution_divergence/01_input_alignments/OG0009067_disco_tree1_aligned_trim.faa	78	22	0.252852377785232	0
13_distribution_divergence/01_input_alignments/OG0005214_disco_tree1_aligned_trim.faa	1110	19	0.253001562157053	0
13_distribution_divergence/01_input_alignments/OG0006702_disco_tree1_aligned_trim.faa	639	30	0.25304581433039	0
13_distribution_divergence/01_input_alignments/OG0005304_disco_tree1_aligned_trim.faa	567	26	0.253305217155184	0
13_distribution_divergence/01_input_alignments/OG0002696_disco_tree1_aligned_trim.faa	944	18	0.253420202154922	0
13_distribution_divergence/01_input_alignments/OG0002578_disco_tree1_aligned_trim.faa	1036	31	0.253539118818385	0
13_distribution_divergence/01_input_alignments/OG0002925_disco_tree1_aligned_trim.faa	485	17	0.253540600596914	0
13_distribution_divergence/01_input_alignments/OG0008704_disco_tree1_aligned_trim.faa	283	30	0.253571447535709	0
13_distribution_divergence/01_input_alignments/OG0004409_disco_tree2_aligned_trim.faa	1388	19	0.253746769081812	0
13_distribution_divergence/01_input_alignments/OG0003691_disco_tree2_aligned_trim.faa	1062	19	0.253786761068669	0
13_distribution_divergence/01_input_alignments/OG0004503_disco_tree1_aligned_trim.faa	573	20	0.253914572101484	0
13_distribution_divergence/01_input_alignments/OG0006314_disco_tree1_aligned_trim.faa	784	29	0.253916117514128	0
13_distribution_divergence/01_input_alignments/OG0006685_disco_tree1_aligned_trim.faa	160	28	0.253951582418857	0
13_distribution_divergence/01_input_alignments/OG0000253_disco_tree4_aligned_trim.faa	4016	19	0.253981162164978	0
13_distribution_divergence/01_input_alignments/OG0002431_disco_tree1_aligned_trim.faa	458	30	0.254028011955775	0
13_distribution_divergence/01_input_alignments/OG0007295_disco_tree1_aligned_trim.faa	330	33	0.254074963673215	0
13_distribution_divergence/01_input_alignments/OG0003625_disco_tree1_aligned_trim.faa	1256	17	0.254115819491835	0
13_distribution_divergence/01_input_alignments/OG0007668_disco_tree1_aligned_trim.faa	437	34	0.255302704940752	0
13_distribution_divergence/01_input_alignments/OG0004577_disco_tree1_aligned_trim.faa	192	32	0.255498339305677	0
13_distribution_divergence/01_input_alignments/OG0011046_disco_tree1_aligned_trim.faa	155	30	0.255517384558012	0
13_distribution_divergence/01_input_alignments/OG0007128_disco_tree1_aligned_trim.faa	635	32	0.25557518725795	0
13_distribution_divergence/01_input_alignments/OG0005925_disco_tree1_aligned_trim.faa	859	27	0.255599145071581	0
13_distribution_divergence/01_input_alignments/OG0005600_disco_tree1_aligned_trim.faa	402	32	0.255713155587232	0
13_distribution_divergence/01_input_alignments/OG0004465_disco_tree1_aligned_trim.faa	713	29	0.255728325465183	0
13_distribution_divergence/01_input_alignments/OG0009432_disco_tree1_aligned_trim.faa	595	30	0.256070589316331	0
13_distribution_divergence/01_input_alignments/OG0004215_disco_tree1_aligned_trim.faa	513	26	0.256168112073218	0
13_distribution_divergence/01_input_alignments/OG0008169_disco_tree1_aligned_trim.faa	288	23	0.256172943359397	0
13_distribution_divergence/01_input_alignments/OG0003254_disco_tree1_aligned_trim.faa	853	25	0.256309118235149	0
13_distribution_divergence/01_input_alignments/OG0001388_disco_tree1_aligned_trim.faa	857	27	0.256375402711738	0
13_distribution_divergence/01_input_alignments/OG0003245_disco_tree1_aligned_trim.faa	712	29	0.256612540552541	0
13_distribution_divergence/01_input_alignments/OG0008660_disco_tree1_aligned_trim.faa	109	31	0.256722341928325	0
13_distribution_divergence/01_input_alignments/OG0005627_disco_tree1_aligned_trim.faa	341	26	0.256783283050232	0
13_distribution_divergence/01_input_alignments/OG0008350_disco_tree1_aligned_trim.faa	607	29	0.256859862780076	0
13_distribution_divergence/01_input_alignments/OG0004989_disco_tree2_aligned_trim.faa	701	21	0.257025811536826	0
13_distribution_divergence/01_input_alignments/OG0007470_disco_tree1_aligned_trim.faa	226	31	0.257286976720794	0
13_distribution_divergence/01_input_alignments/OG0008398_disco_tree1_aligned_trim.faa	621	31	0.257321115461255	0
13_distribution_divergence/01_input_alignments/OG0008600_disco_tree1_aligned_trim.faa	182	34	0.257401374880473	0
13_distribution_divergence/01_input_alignments/OG0001483_disco_tree1_aligned_trim.faa	756	32	0.257510941836754	0
13_distribution_divergence/01_input_alignments/OG0012055_disco_tree1_aligned_trim.faa	254	20	0.257519390848091	0
13_distribution_divergence/01_input_alignments/OG0004424_disco_tree1_aligned_trim.faa	438	26	0.257550492248907	0
13_distribution_divergence/01_input_alignments/OG0009265_disco_tree1_aligned_trim.faa	188	33	0.257568278110267	0
13_distribution_divergence/01_input_alignments/OG0002636_disco_tree1_aligned_trim.faa	1414	19	0.257851447882492	0
13_distribution_divergence/01_input_alignments/OG0007782_disco_tree1_aligned_trim.faa	200	26	0.25829926031382	0
13_distribution_divergence/01_input_alignments/OG0007365_disco_tree1_aligned_trim.faa	604	32	0.258299905807048	0
13_distribution_divergence/01_input_alignments/OG0000231_disco_tree6_aligned_trim.faa	407	26	0.258529212436997	0
13_distribution_divergence/01_input_alignments/OG0008841_disco_tree1_aligned_trim.faa	425	33	0.258691354210783	0
13_distribution_divergence/01_input_alignments/OG0010675_disco_tree1_aligned_trim.faa	735	33	0.258729848050323	0
13_distribution_divergence/01_input_alignments/OG0001810_disco_tree1_aligned_trim.faa	372	24	0.258839370697498	0
13_distribution_divergence/01_input_alignments/OG0007752_disco_tree1_aligned_trim.faa	386	30	0.259704063967633	0
13_distribution_divergence/01_input_alignments/OG0003616_disco_tree1_aligned_trim.faa	244	17	0.259898392575615	0
13_distribution_divergence/01_input_alignments/OG0011171_disco_tree1_aligned_trim.faa	468	23	0.26008703439343	0
13_distribution_divergence/01_input_alignments/OG0009028_disco_tree1_aligned_trim.faa	205	33	0.260177744811561	0
13_distribution_divergence/01_input_alignments/OG0003455_disco_tree2_aligned_trim.faa	1026	18	0.26025565551786	0
13_distribution_divergence/01_input_alignments/OG0008062_disco_tree1_aligned_trim.faa	489	30	0.260423779225873	0
13_distribution_divergence/01_input_alignments/OG0011750_disco_tree1_aligned_trim.faa	212	28	0.260481038911564	0
13_distribution_divergence/01_input_alignments/OG0007104_disco_tree1_aligned_trim.faa	1166	32	0.26057456010422	0
13_distribution_divergence/01_input_alignments/OG0011089_disco_tree1_aligned_trim.faa	427	31	0.260589256362805	0
13_distribution_divergence/01_input_alignments/OG0007185_disco_tree1_aligned_trim.faa	394	34	0.260841513098193	0
13_distribution_divergence/01_input_alignments/OG0006891_disco_tree1_aligned_trim.faa	726	32	0.260842412785448	0
13_distribution_divergence/01_input_alignments/OG0010977_disco_tree1_aligned_trim.faa	220	31	0.261033252388545	0
13_distribution_divergence/01_input_alignments/OG0004595_disco_tree1_aligned_trim.faa	1184	20	0.261110357553992	0
13_distribution_divergence/01_input_alignments/OG0010219_disco_tree1_aligned_trim.faa	226	32	0.261134745824569	0
13_distribution_divergence/01_input_alignments/OG0008124_disco_tree1_aligned_trim.faa	316	33	0.261308730350746	0
13_distribution_divergence/01_input_alignments/OG0008870_disco_tree1_aligned_trim.faa	336	34	0.261523207206776	0
13_distribution_divergence/01_input_alignments/OG0008875_disco_tree1_aligned_trim.faa	447	32	0.261793638798438	0
13_distribution_divergence/01_input_alignments/OG0005504_disco_tree1_aligned_trim.faa	415	18	0.261976917458415	0
13_distribution_divergence/01_input_alignments/OG0008968_disco_tree1_aligned_trim.faa	465	25	0.261985188309319	0
13_distribution_divergence/01_input_alignments/OG0003526_disco_tree1_aligned_trim.faa	338	23	0.261998923061548	0
13_distribution_divergence/01_input_alignments/OG0002766_disco_tree1_aligned_trim.faa	219	20	0.262233734975074	0
13_distribution_divergence/01_input_alignments/OG0007945_disco_tree1_aligned_trim.faa	357	33	0.262673415156501	0
13_distribution_divergence/01_input_alignments/OG0006411_disco_tree1_aligned_trim.faa	482	18	0.262748656449984	0
13_distribution_divergence/01_input_alignments/OG0003138_disco_tree1_aligned_trim.faa	1167	26	0.262925759227655	0
13_distribution_divergence/01_input_alignments/OG0006920_disco_tree1_aligned_trim.faa	418	26	0.262955586823682	0
13_distribution_divergence/01_input_alignments/OG0009983_disco_tree1_aligned_trim.faa	236	27	0.263111737175589	0
13_distribution_divergence/01_input_alignments/OG0002999_disco_tree1_aligned_trim.faa	833	18	0.263240647388659	0
13_distribution_divergence/01_input_alignments/OG0008962_disco_tree1_aligned_trim.faa	223	34	0.263553292014157	0
13_distribution_divergence/01_input_alignments/OG0008848_disco_tree1_aligned_trim.faa	152	32	0.263792798182211	0
13_distribution_divergence/01_input_alignments/OG0006360_disco_tree1_aligned_trim.faa	378	27	0.263875157458425	0
13_distribution_divergence/01_input_alignments/OG0003985_disco_tree1_aligned_trim.faa	1189	28	0.264063116742883	0
13_distribution_divergence/01_input_alignments/OG0006750_disco_tree1_aligned_trim.faa	687	22	0.264625857915934	0
13_distribution_divergence/01_input_alignments/OG0008139_disco_tree1_aligned_trim.faa	708	34	0.264890953182641	0
13_distribution_divergence/01_input_alignments/OG0004884_disco_tree1_aligned_trim.faa	289	33	0.265026047854724	0
13_distribution_divergence/01_input_alignments/OG0008966_disco_tree1_aligned_trim.faa	791	31	0.265371858006674	0
13_distribution_divergence/01_input_alignments/OG0002744_disco_tree1_aligned_trim.faa	251	23	0.265423972093676	0
13_distribution_divergence/01_input_alignments/OG0007110_disco_tree1_aligned_trim.faa	101	33	0.265469678748223	0
13_distribution_divergence/01_input_alignments/OG0005475_disco_tree1_aligned_trim.faa	160	27	0.265555224266111	0
13_distribution_divergence/01_input_alignments/OG0005142_disco_tree1_aligned_trim.faa	470	32	0.265651115350568	0
13_distribution_divergence/01_input_alignments/OG0004590_disco_tree1_aligned_trim.faa	357	32	0.266401786978447	0
13_distribution_divergence/01_input_alignments/OG0005109_disco_tree1_aligned_trim.faa	398	31	0.266535596651982	0
13_distribution_divergence/01_input_alignments/OG0009368_disco_tree1_aligned_trim.faa	416	32	0.266788638874023	0
13_distribution_divergence/01_input_alignments/OG0002576_disco_tree1_aligned_trim.faa	1792	20	0.266893105698476	0
13_distribution_divergence/01_input_alignments/OG0004835_disco_tree1_aligned_trim.faa	808	24	0.266959955860198	0
13_distribution_divergence/01_input_alignments/OG0009902_disco_tree1_aligned_trim.faa	557	34	0.267091412767627	0
13_distribution_divergence/01_input_alignments/OG0011190_disco_tree1_aligned_trim.faa	130	30	0.267421615579261	0
13_distribution_divergence/01_input_alignments/OG0007946_disco_tree1_aligned_trim.faa	302	19	0.267472588613152	0
13_distribution_divergence/01_input_alignments/OG0009617_disco_tree1_aligned_trim.faa	165	32	0.26749139833756	0
13_distribution_divergence/01_input_alignments/OG0009920_disco_tree1_aligned_trim.faa	625	34	0.267606539152443	0
13_distribution_divergence/01_input_alignments/OG0008225_disco_tree1_aligned_trim.faa	251	33	0.267770079949074	0
13_distribution_divergence/01_input_alignments/OG0010928_disco_tree1_aligned_trim.faa	156	33	0.267840593616212	0
13_distribution_divergence/01_input_alignments/OG0000400_disco_tree1_aligned_trim.faa	496	17	0.267886007280011	0
13_distribution_divergence/01_input_alignments/OG0008566_disco_tree1_aligned_trim.faa	544	34	0.26793205454138	0
13_distribution_divergence/01_input_alignments/OG0001960_disco_tree2_aligned_trim.faa	650	33	0.2679441231531	0
13_distribution_divergence/01_input_alignments/OG0009686_disco_tree1_aligned_trim.faa	331	33	0.267961675582408	0
13_distribution_divergence/01_input_alignments/OG0007511_disco_tree1_aligned_trim.faa	637	27	0.268019148153391	0
13_distribution_divergence/01_input_alignments/OG0003640_disco_tree1_aligned_trim.faa	1068	22	0.26805794307692	0
13_distribution_divergence/01_input_alignments/OG0005324_disco_tree1_aligned_trim.faa	453	31	0.268139457329679	0
13_distribution_divergence/01_input_alignments/OG0008248_disco_tree1_aligned_trim.faa	235	30	0.268152732674656	0
13_distribution_divergence/01_input_alignments/OG0011763_disco_tree1_aligned_trim.faa	80	29	0.268328455178667	0
13_distribution_divergence/01_input_alignments/OG0005770_disco_tree1_aligned_trim.faa	524	33	0.268578263020296	0
13_distribution_divergence/01_input_alignments/OG0007341_disco_tree1_aligned_trim.faa	462	32	0.268626436371626	0
13_distribution_divergence/01_input_alignments/OG0007443_disco_tree1_aligned_trim.faa	397	33	0.268661587306613	0
13_distribution_divergence/01_input_alignments/OG0007282_disco_tree1_aligned_trim.faa	324	33	0.268889046527021	0
13_distribution_divergence/01_input_alignments/OG0003676_disco_tree1_aligned_trim.faa	318	19	0.269114999734211	0
13_distribution_divergence/01_input_alignments/OG0010242_disco_tree1_aligned_trim.faa	235	33	0.269243252534392	0
13_distribution_divergence/01_input_alignments/OG0004846_disco_tree1_aligned_trim.faa	594	29	0.269259809619498	0
13_distribution_divergence/01_input_alignments/OG0004434_disco_tree1_aligned_trim.faa	296	21	0.269420833940965	0
13_distribution_divergence/01_input_alignments/OG0008644_disco_tree1_aligned_trim.faa	641	23	0.269681820933688	0
13_distribution_divergence/01_input_alignments/OG0001780_disco_tree1_aligned_trim.faa	378	19	0.269713328830094	0
13_distribution_divergence/01_input_alignments/OG0005576_disco_tree1_aligned_trim.faa	1038	22	0.269826816371329	0
13_distribution_divergence/01_input_alignments/OG0004464_disco_tree1_aligned_trim.faa	743	18	0.26992428388894	0
13_distribution_divergence/01_input_alignments/OG0001355_disco_tree1_aligned_trim.faa	321	17	0.269934244405691	0
13_distribution_divergence/01_input_alignments/OG0011733_disco_tree1_aligned_trim.faa	159	30	0.270213374008541	0
13_distribution_divergence/01_input_alignments/OG0009146_disco_tree1_aligned_trim.faa	230	19	0.270241213943337	0
13_distribution_divergence/01_input_alignments/OG0007105_disco_tree1_aligned_trim.faa	206	31	0.270362217948085	0
13_distribution_divergence/01_input_alignments/OG0002564_disco_tree1_aligned_trim.faa	1145	26	0.270760176168167	0
13_distribution_divergence/01_input_alignments/OG0010084_disco_tree1_aligned_trim.faa	411	31	0.271219349322794	0
13_distribution_divergence/01_input_alignments/OG0001478_disco_tree2_aligned_trim.faa	66	28	0.271265386105151	0
13_distribution_divergence/01_input_alignments/OG0003866_disco_tree1_aligned_trim.faa	1078	25	0.271473078666364	0
13_distribution_divergence/01_input_alignments/OG0006126_disco_tree1_aligned_trim.faa	726	33	0.271524300936572	0
13_distribution_divergence/01_input_alignments/OG0009439_disco_tree1_aligned_trim.faa	429	25	0.271825046405364	0
13_distribution_divergence/01_input_alignments/OG0009011_disco_tree1_aligned_trim.faa	363	21	0.272002998969921	0
13_distribution_divergence/01_input_alignments/OG0004892_disco_tree1_aligned_trim.faa	713	30	0.272096551027236	0
13_distribution_divergence/01_input_alignments/OG0010628_disco_tree1_aligned_trim.faa	231	31	0.272141544962543	0
13_distribution_divergence/01_input_alignments/OG0010010_disco_tree1_aligned_trim.faa	326	34	0.27251782192203	0
13_distribution_divergence/01_input_alignments/OG0009255_disco_tree1_aligned_trim.faa	410	31	0.273052902249044	0
13_distribution_divergence/01_input_alignments/OG0003285_disco_tree1_aligned_trim.faa	558	27	0.27324449036334	0
13_distribution_divergence/01_input_alignments/OG0009754_disco_tree1_aligned_trim.faa	160	32	0.273331808573987	0
13_distribution_divergence/01_input_alignments/OG0008056_disco_tree1_aligned_trim.faa	267	33	0.273421171505631	0
13_distribution_divergence/01_input_alignments/OG0007221_disco_tree1_aligned_trim.faa	293	19	0.273656128398918	0
13_distribution_divergence/01_input_alignments/OG0008141_disco_tree1_aligned_trim.faa	292	33	0.273773362017867	0
13_distribution_divergence/01_input_alignments/OG0007604_disco_tree1_aligned_trim.faa	477	29	0.273792525170535	0
13_distribution_divergence/01_input_alignments/OG0005440_disco_tree1_aligned_trim.faa	721	18	0.273794712280011	0
13_distribution_divergence/01_input_alignments/OG0010350_disco_tree1_aligned_trim.faa	341	31	0.273923660512451	0
13_distribution_divergence/01_input_alignments/OG0009131_disco_tree1_aligned_trim.faa	252	33	0.274459049245444	0
13_distribution_divergence/01_input_alignments/OG0009608_disco_tree1_aligned_trim.faa	127	33	0.274496319555001	0
13_distribution_divergence/01_input_alignments/OG0007250_disco_tree1_aligned_trim.faa	742	31	0.274615036253165	0
13_distribution_divergence/01_input_alignments/OG0006441_disco_tree1_aligned_trim.faa	366	30	0.274656451074162	0
13_distribution_divergence/01_input_alignments/OG0005421_disco_tree1_aligned_trim.faa	833	26	0.274733341221995	0
13_distribution_divergence/01_input_alignments/OG0011290_disco_tree1_aligned_trim.faa	143	31	0.274803752922344	0
13_distribution_divergence/01_input_alignments/OG0002695_disco_tree1_aligned_trim.faa	168	28	0.275265649141253	0
13_distribution_divergence/01_input_alignments/OG0007311_disco_tree1_aligned_trim.faa	1101	34	0.275275351378202	0
13_distribution_divergence/01_input_alignments/OG0007108_disco_tree1_aligned_trim.faa	619	22	0.275539607560575	0
13_distribution_divergence/01_input_alignments/OG0007617_disco_tree1_aligned_trim.faa	271	32	0.275728682837875	0
13_distribution_divergence/01_input_alignments/OG0003849_disco_tree1_aligned_trim.faa	830	26	0.275776658246714	0
13_distribution_divergence/01_input_alignments/OG0001181_disco_tree1_aligned_trim.faa	442	29	0.275807883706281	0
13_distribution_divergence/01_input_alignments/OG0005472_disco_tree1_aligned_trim.faa	512	30	0.275829574020417	0
13_distribution_divergence/01_input_alignments/OG0008304_disco_tree1_aligned_trim.faa	202	34	0.276260350108871	0
13_distribution_divergence/01_input_alignments/OG0005563_disco_tree1_aligned_trim.faa	597	26	0.276339428460936	0
13_distribution_divergence/01_input_alignments/OG0009974_disco_tree1_aligned_trim.faa	245	33	0.27639825511605	0
13_distribution_divergence/01_input_alignments/OG0001207_disco_tree2_aligned_trim.faa	393	22	0.276637343790197	0
13_distribution_divergence/01_input_alignments/OG0004092_disco_tree1_aligned_trim.faa	847	21	0.27694295674485	0
13_distribution_divergence/01_input_alignments/OG0009906_disco_tree1_aligned_trim.faa	251	31	0.277250492528333	0
13_distribution_divergence/01_input_alignments/OG0003141_disco_tree1_aligned_trim.faa	121	18	0.277257431735653	0
13_distribution_divergence/01_input_alignments/OG0004811_disco_tree1_aligned_trim.faa	214	21	0.277302938808791	0
13_distribution_divergence/01_input_alignments/OG0005418_disco_tree1_aligned_trim.faa	431	33	0.277413956685742	0
13_distribution_divergence/01_input_alignments/OG0009060_disco_tree1_aligned_trim.faa	195	31	0.277695869290203	0
13_distribution_divergence/01_input_alignments/OG0004666_disco_tree1_aligned_trim.faa	481	27	0.277806264448116	0
13_distribution_divergence/01_input_alignments/OG0002616_disco_tree1_aligned_trim.faa	1062	22	0.277890618232648	0
13_distribution_divergence/01_input_alignments/OG0003179_disco_tree1_aligned_trim.faa	393	31	0.277936997180897	0
13_distribution_divergence/01_input_alignments/OG0009144_disco_tree1_aligned_trim.faa	574	25	0.278307841020022	0
13_distribution_divergence/01_input_alignments/OG0003644_disco_tree1_aligned_trim.faa	638	20	0.278573563402336	0
13_distribution_divergence/01_input_alignments/OG0003452_disco_tree2_aligned_trim.faa	1026	17	0.278585641859482	0
13_distribution_divergence/01_input_alignments/OG0008617_disco_tree1_aligned_trim.faa	161	32	0.278595544514497	0
13_distribution_divergence/01_input_alignments/OG0007435_disco_tree1_aligned_trim.faa	255	30	0.278682714769161	0
13_distribution_divergence/01_input_alignments/OG0009504_disco_tree1_aligned_trim.faa	465	31	0.278690354878488	0
13_distribution_divergence/01_input_alignments/OG0009227_disco_tree1_aligned_trim.faa	669	32	0.278749570581464	0
13_distribution_divergence/01_input_alignments/OG0011747_disco_tree1_aligned_trim.faa	75	29	0.278751578753281	0
13_distribution_divergence/01_input_alignments/OG0001515_disco_tree2_aligned_trim.faa	953	21	0.278815888468015	0
13_distribution_divergence/01_input_alignments/OG0002361_disco_tree1_aligned_trim.faa	271	28	0.278849894398017	0
13_distribution_divergence/01_input_alignments/OG0009762_disco_tree1_aligned_trim.faa	677	25	0.279061022149465	0
13_distribution_divergence/01_input_alignments/OG0006933_disco_tree1_aligned_trim.faa	223	32	0.279129885147422	0
13_distribution_divergence/01_input_alignments/OG0005810_disco_tree1_aligned_trim.faa	531	27	0.279142753913172	0
13_distribution_divergence/01_input_alignments/OG0009126_disco_tree1_aligned_trim.faa	299	32	0.279477766176459	0
13_distribution_divergence/01_input_alignments/OG0004352_disco_tree1_aligned_trim.faa	172	30	0.279858020765275	0
13_distribution_divergence/01_input_alignments/OG0000441_disco_tree1_aligned_trim.faa	192	28	0.280654580110529	0
13_distribution_divergence/01_input_alignments/OG0008804_disco_tree1_aligned_trim.faa	531	32	0.281090861774609	0
13_distribution_divergence/01_input_alignments/OG0001326_disco_tree1_aligned_trim.faa	692	26	0.281488294450599	0
13_distribution_divergence/01_input_alignments/OG0007981_disco_tree1_aligned_trim.faa	520	27	0.281601646035707	0
13_distribution_divergence/01_input_alignments/OG0004526_disco_tree1_aligned_trim.faa	875	31	0.281640624450627	0
13_distribution_divergence/01_input_alignments/OG0011400_disco_tree1_aligned_trim.faa	152	30	0.281721993080935	0
13_distribution_divergence/01_input_alignments/OG0001770_disco_tree1_aligned_trim.faa	328	32	0.281780193227282	0
13_distribution_divergence/01_input_alignments/OG0009371_disco_tree1_aligned_trim.faa	346	33	0.281833417552471	0
13_distribution_divergence/01_input_alignments/OG0005488_disco_tree1_aligned_trim.faa	398	31	0.281978099078709	0
13_distribution_divergence/01_input_alignments/OG0006470_disco_tree1_aligned_trim.faa	254	27	0.282125522964474	0
13_distribution_divergence/01_input_alignments/OG0010172_disco_tree1_aligned_trim.faa	185	33	0.282492587199959	0
13_distribution_divergence/01_input_alignments/OG0005259_disco_tree1_aligned_trim.faa	389	31	0.282705704897774	0
13_distribution_divergence/01_input_alignments/OG0005378_disco_tree1_aligned_trim.faa	709	17	0.282735481705967	0
13_distribution_divergence/01_input_alignments/OG0001759_disco_tree1_aligned_trim.faa	351	30	0.283009076913008	0
13_distribution_divergence/01_input_alignments/OG0007260_disco_tree1_aligned_trim.faa	414	17	0.283057615935696	0
13_distribution_divergence/01_input_alignments/OG0003343_disco_tree1_aligned_trim.faa	493	23	0.283085587122687	0
13_distribution_divergence/01_input_alignments/OG0009107_disco_tree1_aligned_trim.faa	308	26	0.283676626935878	0
13_distribution_divergence/01_input_alignments/OG0005916_disco_tree1_aligned_trim.faa	576	26	0.284177187073049	0
13_distribution_divergence/01_input_alignments/OG0007815_disco_tree1_aligned_trim.faa	397	32	0.284267921770426	0
13_distribution_divergence/01_input_alignments/OG0009096_disco_tree1_aligned_trim.faa	375	31	0.284765314638471	0
13_distribution_divergence/01_input_alignments/OG0007724_disco_tree1_aligned_trim.faa	510	26	0.284823691927027	0
13_distribution_divergence/01_input_alignments/OG0006575_disco_tree1_aligned_trim.faa	533	31	0.285085618958907	0
13_distribution_divergence/01_input_alignments/OG0003388_disco_tree1_aligned_trim.faa	1354	20	0.2850950907927	0
13_distribution_divergence/01_input_alignments/OG0009349_disco_tree1_aligned_trim.faa	378	32	0.285246644004058	0
13_distribution_divergence/01_input_alignments/OG0010400_disco_tree1_aligned_trim.faa	366	30	0.285364341459717	0
13_distribution_divergence/01_input_alignments/OG0009256_disco_tree1_aligned_trim.faa	411	31	0.285495938886673	0
13_distribution_divergence/01_input_alignments/OG0008990_disco_tree1_aligned_trim.faa	485	33	0.285540410610833	0
13_distribution_divergence/01_input_alignments/OG0005958_disco_tree1_aligned_trim.faa	512	20	0.285551279636978	0
13_distribution_divergence/01_input_alignments/OG0005863_disco_tree1_aligned_trim.faa	563	32	0.285779627229329	0
13_distribution_divergence/01_input_alignments/OG0007690_disco_tree1_aligned_trim.faa	192	30	0.285987933118919	0
13_distribution_divergence/01_input_alignments/OG0004739_disco_tree1_aligned_trim.faa	339	19	0.286048640380553	0
13_distribution_divergence/01_input_alignments/OG0007387_disco_tree1_aligned_trim.faa	339	33	0.286088865109759	0
13_distribution_divergence/01_input_alignments/OG0007920_disco_tree1_aligned_trim.faa	385	33	0.286277974546197	0
13_distribution_divergence/01_input_alignments/OG0002318_disco_tree2_aligned_trim.faa	525	30	0.28632551941513	0
13_distribution_divergence/01_input_alignments/OG0005703_disco_tree1_aligned_trim.faa	1101	23	0.286689560321435	0
13_distribution_divergence/01_input_alignments/OG0005773_disco_tree1_aligned_trim.faa	858	19	0.286756026735074	0
13_distribution_divergence/01_input_alignments/OG0005350_disco_tree1_aligned_trim.faa	540	27	0.286804681981981	0
13_distribution_divergence/01_input_alignments/OG0007000_disco_tree1_aligned_trim.faa	503	30	0.286939873437486	0
13_distribution_divergence/01_input_alignments/OG0004049_disco_tree1_aligned_trim.faa	471	32	0.287032479473255	0
13_distribution_divergence/01_input_alignments/OG0006039_disco_tree1_aligned_trim.faa	559	30	0.287045309204377	0
13_distribution_divergence/01_input_alignments/OG0006716_disco_tree1_aligned_trim.faa	303	33	0.287084057611233	0
13_distribution_divergence/01_input_alignments/OG0000331_disco_tree4_aligned_trim.faa	313	30	0.287388122522	0
13_distribution_divergence/01_input_alignments/OG0007241_disco_tree1_aligned_trim.faa	301	32	0.287405163479511	0
13_distribution_divergence/01_input_alignments/OG0006307_disco_tree1_aligned_trim.faa	494	31	0.287441737905264	0
13_distribution_divergence/01_input_alignments/OG0005021_disco_tree1_aligned_trim.faa	929	29	0.28746746065048	0
13_distribution_divergence/01_input_alignments/OG0000569_disco_tree1_aligned_trim.faa	657	20	0.287468276093899	0
13_distribution_divergence/01_input_alignments/OG0000114_disco_tree5_aligned_trim.faa	568	24	0.287511059933762	0
13_distribution_divergence/01_input_alignments/OG0003790_disco_tree1_aligned_trim.faa	928	18	0.287650254990745	0
