gene	length	species	median
13_distribution_divergence/01_input_alignments/OG0005826_disco_tree1_aligned_trim.faa	773	31	0.504606607567247
13_distribution_divergence/01_input_alignments/OG0001390_disco_tree2_aligned_trim.faa	403	18	0.50480367074142
13_distribution_divergence/01_input_alignments/OG0007295_disco_tree1_aligned_trim.faa	221	33	0.504837649053955
13_distribution_divergence/01_input_alignments/OG0007844_disco_tree1_aligned_trim.faa	631	20	0.504872829664515
13_distribution_divergence/01_input_alignments/OG0010200_disco_tree1_aligned_trim.faa	158	30	0.504981112236135
13_distribution_divergence/01_input_alignments/OG0010014_disco_tree1_aligned_trim.faa	270	33	0.505002620905214
13_distribution_divergence/01_input_alignments/OG0010940_disco_tree1_aligned_trim.faa	586	27	0.505021646548784
13_distribution_divergence/01_input_alignments/OG0007042_disco_tree1_aligned_trim.faa	1046	32	0.505090400516023
13_distribution_divergence/01_input_alignments/OG0002185_disco_tree1_aligned_trim.faa	2880	19	0.505136587530229
13_distribution_divergence/01_input_alignments/OG0004533_disco_tree1_aligned_trim.faa	763	30	0.505207158473848
13_distribution_divergence/01_input_alignments/OG0008221_disco_tree1_aligned_trim.faa	327	32	0.505215174239589
13_distribution_divergence/01_input_alignments/OG0003348_disco_tree1_aligned_trim.faa	841	32	0.50526150212934
13_distribution_divergence/01_input_alignments/OG0006674_disco_tree1_aligned_trim.faa	440	32	0.505346040217748
13_distribution_divergence/01_input_alignments/OG0006851_disco_tree1_aligned_trim.faa	329	34	0.505367024253883
13_distribution_divergence/01_input_alignments/OG0006174_disco_tree1_aligned_trim.faa	450	30	0.50537578200717
13_distribution_divergence/01_input_alignments/OG0004306_disco_tree1_aligned_trim.faa	1140	20	0.505573110427721
13_distribution_divergence/01_input_alignments/OG0009386_disco_tree1_aligned_trim.faa	173	29	0.505607612242433
13_distribution_divergence/01_input_alignments/OG0010467_disco_tree1_aligned_trim.faa	274	33	0.50572535214275
13_distribution_divergence/01_input_alignments/OG0003658_disco_tree2_aligned_trim.faa	178	22	0.505763658205903
13_distribution_divergence/01_input_alignments/OG0010377_disco_tree1_aligned_trim.faa	564	34	0.505764776551532
13_distribution_divergence/01_input_alignments/OG0008687_disco_tree1_aligned_trim.faa	441	32	0.505901230163041
13_distribution_divergence/01_input_alignments/OG0007619_disco_tree1_aligned_trim.faa	477	18	0.505965959062577
13_distribution_divergence/01_input_alignments/OG0002404_disco_tree1_aligned_trim.faa	1042	18	0.506087608123233
13_distribution_divergence/01_input_alignments/OG0004248_disco_tree1_aligned_trim.faa	749	25	0.506091886388172
13_distribution_divergence/01_input_alignments/OG0011655_disco_tree1_aligned_trim.faa	401	23	0.506244611301204
13_distribution_divergence/01_input_alignments/OG0009081_disco_tree1_aligned_trim.faa	331	24	0.50627296872483
13_distribution_divergence/01_input_alignments/OG0000220_disco_tree1_aligned_trim.faa	793	18	0.506378051862209
13_distribution_divergence/01_input_alignments/OG0005497_disco_tree1_aligned_trim.faa	600	31	0.506469973119933
13_distribution_divergence/01_input_alignments/OG0003859_disco_tree2_aligned_trim.faa	172	29	0.506474855230184
13_distribution_divergence/01_input_alignments/OG0002477_disco_tree1_aligned_trim.faa	2020	28	0.50648564073349
13_distribution_divergence/01_input_alignments/OG0001513_disco_tree1_aligned_trim.faa	656	30	0.506572942718233
13_distribution_divergence/01_input_alignments/OG0005454_disco_tree1_aligned_trim.faa	746	22	0.506923546850858
13_distribution_divergence/01_input_alignments/OG0008216_disco_tree1_aligned_trim.faa	1624	29	0.506956715655516
13_distribution_divergence/01_input_alignments/OG0007430_disco_tree1_aligned_trim.faa	565	30	0.506963510662093
13_distribution_divergence/01_input_alignments/OG0004295_disco_tree1_aligned_trim.faa	314	27	0.507077849809494
13_distribution_divergence/01_input_alignments/OG0007908_disco_tree1_aligned_trim.faa	225	33	0.507184762641044
13_distribution_divergence/01_input_alignments/OG0003711_disco_tree1_aligned_trim.faa	944	23	0.507213096207181
13_distribution_divergence/01_input_alignments/OG0002124_disco_tree1_aligned_trim.faa	1456	24	0.507324821509611
13_distribution_divergence/01_input_alignments/OG0002002_disco_tree1_aligned_trim.faa	92	27	0.507373050052408
13_distribution_divergence/01_input_alignments/OG0001539_disco_tree2_aligned_trim.faa	946	32	0.507497420677041
13_distribution_divergence/01_input_alignments/OG0000869_disco_tree2_aligned_trim.faa	226	20	0.507912303378473
13_distribution_divergence/01_input_alignments/OG0007085_disco_tree1_aligned_trim.faa	227	33	0.508104944706466
13_distribution_divergence/01_input_alignments/OG0002806_disco_tree1_aligned_trim.faa	462	33	0.508110877554894
13_distribution_divergence/01_input_alignments/OG0008295_disco_tree1_aligned_trim.faa	600	34	0.508204240963535
13_distribution_divergence/01_input_alignments/OG0009275_disco_tree1_aligned_trim.faa	631	32	0.508345407403579
13_distribution_divergence/01_input_alignments/OG0001974_disco_tree2_aligned_trim.faa	308	34	0.508379479946328
13_distribution_divergence/01_input_alignments/OG0007292_disco_tree1_aligned_trim.faa	319	31	0.508397909619966
13_distribution_divergence/01_input_alignments/OG0000694_disco_tree2_aligned_trim.faa	656	32	0.508448184330135
13_distribution_divergence/01_input_alignments/OG0004864_disco_tree1_aligned_trim.faa	451	22	0.508697055094075
13_distribution_divergence/01_input_alignments/OG0009330_disco_tree1_aligned_trim.faa	174	33	0.508768804472671
13_distribution_divergence/01_input_alignments/OG0006937_disco_tree1_aligned_trim.faa	395	32	0.508876451814141
13_distribution_divergence/01_input_alignments/OG0006472_disco_tree1_aligned_trim.faa	665	22	0.508877377569133
13_distribution_divergence/01_input_alignments/OG0004414_disco_tree1_aligned_trim.faa	1028	28	0.508880976023947
13_distribution_divergence/01_input_alignments/OG0005446_disco_tree1_aligned_trim.faa	273	32	0.508902676457063
13_distribution_divergence/01_input_alignments/OG0000409_disco_tree1_aligned_trim.faa	379	18	0.50904737773671
13_distribution_divergence/01_input_alignments/OG0010968_disco_tree1_aligned_trim.faa	501	25	0.509175378027816
13_distribution_divergence/01_input_alignments/OG0000828_disco_tree2_aligned_trim.faa	396	23	0.509207515068538
13_distribution_divergence/01_input_alignments/OG0000088_disco_tree4_aligned_trim.faa	661	20	0.509282092193967
13_distribution_divergence/01_input_alignments/OG0005143_disco_tree1_aligned_trim.faa	474	32	0.509322273540805
13_distribution_divergence/01_input_alignments/OG0003795_disco_tree1_aligned_trim.faa	836	22	0.509406437441498
13_distribution_divergence/01_input_alignments/OG0001060_disco_tree3_aligned_trim.faa	852	24	0.509527924158268
13_distribution_divergence/01_input_alignments/OG0002814_disco_tree1_aligned_trim.faa	1289	23	0.509533835227537
13_distribution_divergence/01_input_alignments/OG0005074_disco_tree1_aligned_trim.faa	654	30	0.509627429682205
13_distribution_divergence/01_input_alignments/OG0000547_disco_tree2_aligned_trim.faa	1591	19	0.50964247458823
13_distribution_divergence/01_input_alignments/OG0009707_disco_tree1_aligned_trim.faa	877	23	0.509815914756107
13_distribution_divergence/01_input_alignments/OG0004408_disco_tree1_aligned_trim.faa	519	29	0.509938666021482
13_distribution_divergence/01_input_alignments/OG0000115_disco_tree3_aligned_trim.faa	1034	26	0.510088878435657
13_distribution_divergence/01_input_alignments/OG0007981_disco_tree1_aligned_trim.faa	1175	32	0.510102822323361
13_distribution_divergence/01_input_alignments/OG0010755_disco_tree1_aligned_trim.faa	1354	31	0.510241671646427
13_distribution_divergence/01_input_alignments/OG0007659_disco_tree1_aligned_trim.faa	293	33	0.510245563609115
13_distribution_divergence/01_input_alignments/OG0007122_disco_tree1_aligned_trim.faa	641	17	0.5104581838055
13_distribution_divergence/01_input_alignments/OG0000022_disco_tree2_aligned_trim.faa	600	19	0.510474206116582
13_distribution_divergence/01_input_alignments/OG0005969_disco_tree1_aligned_trim.faa	648	32	0.510720424423143
13_distribution_divergence/01_input_alignments/OG0007062_disco_tree1_aligned_trim.faa	437	32	0.510748271513762
13_distribution_divergence/01_input_alignments/OG0005738_disco_tree1_aligned_trim.faa	284	33	0.51108691348217
13_distribution_divergence/01_input_alignments/OG0009857_disco_tree1_aligned_trim.faa	91	30	0.511212186730546
13_distribution_divergence/01_input_alignments/OG0007297_disco_tree1_aligned_trim.faa	328	34	0.51123271753539
13_distribution_divergence/01_input_alignments/OG0002322_disco_tree1_aligned_trim.faa	1813	22	0.511255986090038
13_distribution_divergence/01_input_alignments/OG0007914_disco_tree1_aligned_trim.faa	813	32	0.511343326070199
13_distribution_divergence/01_input_alignments/OG0000967_disco_tree2_aligned_trim.faa	300	33	0.511427702319711
13_distribution_divergence/01_input_alignments/OG0010096_disco_tree1_aligned_trim.faa	232	29	0.511489792214616
13_distribution_divergence/01_input_alignments/OG0009761_disco_tree1_aligned_trim.faa	153	31	0.511601857994678
13_distribution_divergence/01_input_alignments/OG0009876_disco_tree1_aligned_trim.faa	152	31	0.511895230233897
13_distribution_divergence/01_input_alignments/OG0005359_disco_tree1_aligned_trim.faa	534	32	0.511935734267904
13_distribution_divergence/01_input_alignments/OG0000450_disco_tree1_aligned_trim.faa	1292	28	0.51194265479612
13_distribution_divergence/01_input_alignments/OG0000045_disco_tree7_aligned_trim.faa	375	24	0.512041971778263
13_distribution_divergence/01_input_alignments/OG0001908_disco_tree2_aligned_trim.faa	395	22	0.512056034329079
13_distribution_divergence/01_input_alignments/OG0005974_disco_tree1_aligned_trim.faa	200	29	0.512287049517536
13_distribution_divergence/01_input_alignments/OG0007736_disco_tree1_aligned_trim.faa	329	32	0.512378275632177
13_distribution_divergence/01_input_alignments/OG0001371_disco_tree2_aligned_trim.faa	488	33	0.512427801158351
13_distribution_divergence/01_input_alignments/OG0005982_disco_tree1_aligned_trim.faa	1695	32	0.512682374137103
13_distribution_divergence/01_input_alignments/OG0002723_disco_tree1_aligned_trim.faa	571	23	0.512748204866316
13_distribution_divergence/01_input_alignments/OG0008859_disco_tree1_aligned_trim.faa	683	31	0.51276606485071
13_distribution_divergence/01_input_alignments/OG0006182_disco_tree1_aligned_trim.faa	455	32	0.512870207551881
13_distribution_divergence/01_input_alignments/OG0005242_disco_tree1_aligned_trim.faa	1021	27	0.51288121522119
13_distribution_divergence/01_input_alignments/OG0004968_disco_tree1_aligned_trim.faa	527	26	0.513005848196901
13_distribution_divergence/01_input_alignments/OG0011214_disco_tree1_aligned_trim.faa	184	28	0.513053916516137
13_distribution_divergence/01_input_alignments/OG0007862_disco_tree1_aligned_trim.faa	270	23	0.513066802595587
13_distribution_divergence/01_input_alignments/OG0000223_disco_tree4_aligned_trim.faa	633	28	0.513118006068729
13_distribution_divergence/01_input_alignments/OG0003652_disco_tree1_aligned_trim.faa	806	28	0.51312720127792
13_distribution_divergence/01_input_alignments/OG0006148_disco_tree1_aligned_trim.faa	397	20	0.513235676291201
13_distribution_divergence/01_input_alignments/OG0006669_disco_tree1_aligned_trim.faa	1145	31	0.513610111933388
13_distribution_divergence/01_input_alignments/OG0002792_disco_tree1_aligned_trim.faa	2112	26	0.513650054006688
13_distribution_divergence/01_input_alignments/OG0010283_disco_tree1_aligned_trim.faa	192	32	0.513735886712722
13_distribution_divergence/01_input_alignments/OG0003598_disco_tree1_aligned_trim.faa	905	29	0.513748230761836
13_distribution_divergence/01_input_alignments/OG0005466_disco_tree1_aligned_trim.faa	655	30	0.513948573388455
13_distribution_divergence/01_input_alignments/OG0007811_disco_tree1_aligned_trim.faa	480	32	0.51398475227279
13_distribution_divergence/01_input_alignments/OG0011556_disco_tree1_aligned_trim.faa	397	20	0.514337405987591
13_distribution_divergence/01_input_alignments/OG0001646_disco_tree1_aligned_trim.faa	365	18	0.514341195493255
13_distribution_divergence/01_input_alignments/OG0010942_disco_tree1_aligned_trim.faa	317	29	0.514370099488441
13_distribution_divergence/01_input_alignments/OG0008631_disco_tree1_aligned_trim.faa	143	31	0.51442013891438
13_distribution_divergence/01_input_alignments/OG0001857_disco_tree1_aligned_trim.faa	599	32	0.514502924433328
13_distribution_divergence/01_input_alignments/OG0004010_disco_tree1_aligned_trim.faa	724	29	0.514593844565859
13_distribution_divergence/01_input_alignments/OG0001501_disco_tree1_aligned_trim.faa	1048	33	0.514629941645481
13_distribution_divergence/01_input_alignments/OG0003401_disco_tree1_aligned_trim.faa	621	18	0.514724325334502
13_distribution_divergence/01_input_alignments/OG0004115_disco_tree1_aligned_trim.faa	327	29	0.514738172923777
13_distribution_divergence/01_input_alignments/OG0007788_disco_tree1_aligned_trim.faa	358	21	0.514756824400054
13_distribution_divergence/01_input_alignments/OG0007502_disco_tree1_aligned_trim.faa	449	31	0.514828587831546
13_distribution_divergence/01_input_alignments/OG0000334_disco_tree1_aligned_trim.faa	921	20	0.514957867808151
13_distribution_divergence/01_input_alignments/OG0002334_disco_tree1_aligned_trim.faa	315	18	0.514974298794234
13_distribution_divergence/01_input_alignments/OG0008882_disco_tree1_aligned_trim.faa	394	26	0.515155405960772
13_distribution_divergence/01_input_alignments/OG0009316_disco_tree1_aligned_trim.faa	296	32	0.515158140885578
13_distribution_divergence/01_input_alignments/OG0000844_disco_tree3_aligned_trim.faa	402	25	0.515500438177141
13_distribution_divergence/01_input_alignments/OG0006155_disco_tree1_aligned_trim.faa	399	20	0.515725757854972
13_distribution_divergence/01_input_alignments/OG0000201_disco_tree5_aligned_trim.faa	385	26	0.515747904659977
13_distribution_divergence/01_input_alignments/OG0003908_disco_tree1_aligned_trim.faa	136	34	0.515878473600835
13_distribution_divergence/01_input_alignments/OG0007565_disco_tree1_aligned_trim.faa	641	33	0.515922993178965
13_distribution_divergence/01_input_alignments/OG0011377_disco_tree1_aligned_trim.faa	129	28	0.515947716032695
13_distribution_divergence/01_input_alignments/OG0006072_disco_tree1_aligned_trim.faa	191	34	0.516131898482656
13_distribution_divergence/01_input_alignments/OG0000676_disco_tree1_aligned_trim.faa	568	24	0.51614372966466
13_distribution_divergence/01_input_alignments/OG0002311_disco_tree1_aligned_trim.faa	659	22	0.516278181252641
13_distribution_divergence/01_input_alignments/OG0005015_disco_tree1_aligned_trim.faa	1072	25	0.516478480634142
13_distribution_divergence/01_input_alignments/OG0008236_disco_tree1_aligned_trim.faa	545	31	0.516492746262306
13_distribution_divergence/01_input_alignments/OG0005508_disco_tree1_aligned_trim.faa	1074	21	0.516523847339365
13_distribution_divergence/01_input_alignments/OG0006620_disco_tree1_aligned_trim.faa	748	34	0.516862015854317
13_distribution_divergence/01_input_alignments/OG0003019_disco_tree1_aligned_trim.faa	442	21	0.516867502711023
13_distribution_divergence/01_input_alignments/OG0004616_disco_tree1_aligned_trim.faa	620	29	0.516897626544841
13_distribution_divergence/01_input_alignments/OG0000853_disco_tree2_aligned_trim.faa	1285	26	0.517017106920314
13_distribution_divergence/01_input_alignments/OG0008175_disco_tree1_aligned_trim.faa	209	32	0.517203556716951
13_distribution_divergence/01_input_alignments/OG0006096_disco_tree1_aligned_trim.faa	221	32	0.517324848524193
13_distribution_divergence/01_input_alignments/OG0004214_disco_tree1_aligned_trim.faa	308	27	0.517393760834095
13_distribution_divergence/01_input_alignments/OG0006144_disco_tree1_aligned_trim.faa	298	28	0.51765594031956
13_distribution_divergence/01_input_alignments/OG0010372_disco_tree1_aligned_trim.faa	133	32	0.51770811481725
13_distribution_divergence/01_input_alignments/OG0007019_disco_tree1_aligned_trim.faa	988	27	0.5178085896142
13_distribution_divergence/01_input_alignments/OG0007395_disco_tree1_aligned_trim.faa	297	31	0.5178216253052
13_distribution_divergence/01_input_alignments/OG0005186_disco_tree1_aligned_trim.faa	1187	32	0.517839567696865
13_distribution_divergence/01_input_alignments/OG0009535_disco_tree1_aligned_trim.faa	191	30	0.517885235555799
13_distribution_divergence/01_input_alignments/OG0010778_disco_tree1_aligned_trim.faa	203	32	0.517969728724546
13_distribution_divergence/01_input_alignments/OG0004885_disco_tree1_aligned_trim.faa	435	33	0.518044539737962
13_distribution_divergence/01_input_alignments/OG0005835_disco_tree1_aligned_trim.faa	665	30	0.518135178950402
13_distribution_divergence/01_input_alignments/OG0005204_disco_tree1_aligned_trim.faa	721	18	0.518141868695972
13_distribution_divergence/01_input_alignments/OG0005589_disco_tree1_aligned_trim.faa	1499	23	0.518251783122596
13_distribution_divergence/01_input_alignments/OG0011009_disco_tree1_aligned_trim.faa	452	29	0.518271581499337
13_distribution_divergence/01_input_alignments/OG0005236_disco_tree1_aligned_trim.faa	496	25	0.518633876640192
13_distribution_divergence/01_input_alignments/OG0010558_disco_tree1_aligned_trim.faa	193	33	0.518729931939579
13_distribution_divergence/01_input_alignments/OG0001834_disco_tree2_aligned_trim.faa	161	31	0.518845570471154
13_distribution_divergence/01_input_alignments/OG0004322_disco_tree1_aligned_trim.faa	468	28	0.518931084237937
13_distribution_divergence/01_input_alignments/OG0010753_disco_tree1_aligned_trim.faa	356	30	0.519061754717059
13_distribution_divergence/01_input_alignments/OG0003927_disco_tree1_aligned_trim.faa	590	33	0.519189488155352
13_distribution_divergence/01_input_alignments/OG0006120_disco_tree1_aligned_trim.faa	432	32	0.519332864696331
13_distribution_divergence/01_input_alignments/OG0001897_disco_tree1_aligned_trim.faa	942	28	0.519368383828387
13_distribution_divergence/01_input_alignments/OG0003250_disco_tree1_aligned_trim.faa	1712	24	0.519385563591963
13_distribution_divergence/01_input_alignments/OG0001672_disco_tree2_aligned_trim.faa	582	24	0.519474793622014
13_distribution_divergence/01_input_alignments/OG0000995_disco_tree2_aligned_trim.faa	1117	28	0.519495397860879
13_distribution_divergence/01_input_alignments/OG0010754_disco_tree1_aligned_trim.faa	222	32	0.519507261415755
13_distribution_divergence/01_input_alignments/OG0005964_disco_tree1_aligned_trim.faa	400	33	0.519572206234707
13_distribution_divergence/01_input_alignments/OG0004890_disco_tree1_aligned_trim.faa	1246	31	0.519601548055429
13_distribution_divergence/01_input_alignments/OG0006001_disco_tree1_aligned_trim.faa	555	33	0.519610638035063
13_distribution_divergence/01_input_alignments/OG0011627_disco_tree1_aligned_trim.faa	223	25	0.519634121273816
13_distribution_divergence/01_input_alignments/OG0003130_disco_tree1_aligned_trim.faa	1568	23	0.51983269122129
13_distribution_divergence/01_input_alignments/OG0008259_disco_tree1_aligned_trim.faa	420	31	0.519880535552345
13_distribution_divergence/01_input_alignments/OG0008269_disco_tree1_aligned_trim.faa	286	34	0.51990414520662
13_distribution_divergence/01_input_alignments/OG0004193_disco_tree1_aligned_trim.faa	269	28	0.520003260497118
13_distribution_divergence/01_input_alignments/OG0008004_disco_tree1_aligned_trim.faa	248	29	0.520033275120294
13_distribution_divergence/01_input_alignments/OG0004256_disco_tree1_aligned_trim.faa	1846	28	0.520136722500027
13_distribution_divergence/01_input_alignments/OG0002194_disco_tree1_aligned_trim.faa	449	32	0.520195479695163
13_distribution_divergence/01_input_alignments/OG0001329_disco_tree1_aligned_trim.faa	151	31	0.52021039209453
13_distribution_divergence/01_input_alignments/OG0008974_disco_tree1_aligned_trim.faa	382	34	0.520308258181344
13_distribution_divergence/01_input_alignments/OG0010854_disco_tree1_aligned_trim.faa	498	31	0.520355037006412
13_distribution_divergence/01_input_alignments/OG0003337_disco_tree1_aligned_trim.faa	509	17	0.520461956779647
13_distribution_divergence/01_input_alignments/OG0007882_disco_tree1_aligned_trim.faa	443	34	0.520568609756198
13_distribution_divergence/01_input_alignments/OG0008867_disco_tree1_aligned_trim.faa	375	31	0.520614352846005
13_distribution_divergence/01_input_alignments/OG0006312_disco_tree1_aligned_trim.faa	532	31	0.520621644253356
13_distribution_divergence/01_input_alignments/OG0005953_disco_tree1_aligned_trim.faa	564	31	0.520649152632901
13_distribution_divergence/01_input_alignments/OG0010752_disco_tree1_aligned_trim.faa	119	32	0.520696146705723
13_distribution_divergence/01_input_alignments/OG0010441_disco_tree1_aligned_trim.faa	332	33	0.520752485357837
13_distribution_divergence/01_input_alignments/OG0003114_disco_tree1_aligned_trim.faa	375	20	0.520871949737654
13_distribution_divergence/01_input_alignments/OG0005036_disco_tree1_aligned_trim.faa	739	30	0.520874547228924
13_distribution_divergence/01_input_alignments/OG0000663_disco_tree1_aligned_trim.faa	200	24	0.520977310635131
13_distribution_divergence/01_input_alignments/OG0004727_disco_tree1_aligned_trim.faa	1173	26	0.521183754177879
13_distribution_divergence/01_input_alignments/OG0000667_disco_tree3_aligned_trim.faa	407	19	0.521274765739733
13_distribution_divergence/01_input_alignments/OG0007657_disco_tree1_aligned_trim.faa	1399	32	0.521474525673662
13_distribution_divergence/01_input_alignments/OG0011477_disco_tree1_aligned_trim.faa	169	27	0.521580533061264
13_distribution_divergence/01_input_alignments/OG0006210_disco_tree1_aligned_trim.faa	614	17	0.52163703367047
13_distribution_divergence/01_input_alignments/OG0010241_disco_tree1_aligned_trim.faa	175	30	0.52166205057279
13_distribution_divergence/01_input_alignments/OG0009303_disco_tree1_aligned_trim.faa	304	32	0.521809648262272
13_distribution_divergence/01_input_alignments/OG0001427_disco_tree1_aligned_trim.faa	296	26	0.521837549581865
13_distribution_divergence/01_input_alignments/OG0009551_disco_tree1_aligned_trim.faa	345	29	0.521971764080072
13_distribution_divergence/01_input_alignments/OG0000450_disco_tree2_aligned_trim.faa	1371	31	0.522012485829268
13_distribution_divergence/01_input_alignments/OG0007371_disco_tree1_aligned_trim.faa	302	27	0.522184580121719
13_distribution_divergence/01_input_alignments/OG0002373_disco_tree1_aligned_trim.faa	1280	24	0.522328505248471
13_distribution_divergence/01_input_alignments/OG0000484_disco_tree5_aligned_trim.faa	362	33	0.5223348063084
13_distribution_divergence/01_input_alignments/OG0002503_disco_tree1_aligned_trim.faa	280	27	0.522561582438315
13_distribution_divergence/01_input_alignments/OG0010729_disco_tree1_aligned_trim.faa	239	33	0.52258883505912
13_distribution_divergence/01_input_alignments/OG0002936_disco_tree1_aligned_trim.faa	867	17	0.522592252659984
13_distribution_divergence/01_input_alignments/OG0007837_disco_tree1_aligned_trim.faa	505	34	0.522784945221155
13_distribution_divergence/01_input_alignments/OG0010504_disco_tree1_aligned_trim.faa	311	33	0.522791798224009
13_distribution_divergence/01_input_alignments/OG0004101_disco_tree1_aligned_trim.faa	683	21	0.522825496527361
13_distribution_divergence/01_input_alignments/OG0005024_disco_tree1_aligned_trim.faa	360	33	0.522858573361996
13_distribution_divergence/01_input_alignments/OG0009319_disco_tree1_aligned_trim.faa	175	31	0.522875070343205
13_distribution_divergence/01_input_alignments/OG0003706_disco_tree1_aligned_trim.faa	652	27	0.522895402713619
13_distribution_divergence/01_input_alignments/OG0007497_disco_tree1_aligned_trim.faa	502	34	0.522999265776046
13_distribution_divergence/01_input_alignments/OG0005579_disco_tree1_aligned_trim.faa	932	27	0.523001064065854
13_distribution_divergence/01_input_alignments/OG0006667_disco_tree1_aligned_trim.faa	528	22	0.523139889271849
13_distribution_divergence/01_input_alignments/OG0010663_disco_tree1_aligned_trim.faa	219	30	0.523159265870246
13_distribution_divergence/01_input_alignments/OG0002130_disco_tree1_aligned_trim.faa	577	33	0.523425887469546
13_distribution_divergence/01_input_alignments/OG0003967_disco_tree1_aligned_trim.faa	426	24	0.523454006292209
13_distribution_divergence/01_input_alignments/OG0006434_disco_tree1_aligned_trim.faa	382	31	0.523468717744047
13_distribution_divergence/01_input_alignments/OG0002849_disco_tree1_aligned_trim.faa	600	29	0.523503731153579
13_distribution_divergence/01_input_alignments/OG0002458_disco_tree1_aligned_trim.faa	524	19	0.523821646017773
13_distribution_divergence/01_input_alignments/OG0002170_disco_tree2_aligned_trim.faa	133	33	0.523857934554908
13_distribution_divergence/01_input_alignments/OG0005580_disco_tree1_aligned_trim.faa	599	26	0.524050900206419
13_distribution_divergence/01_input_alignments/OG0009792_disco_tree1_aligned_trim.faa	358	32	0.524057700790302
13_distribution_divergence/01_input_alignments/OG0006154_disco_tree1_aligned_trim.faa	578	28	0.524141625374938
13_distribution_divergence/01_input_alignments/OG0010328_disco_tree1_aligned_trim.faa	674	33	0.524235985995253
13_distribution_divergence/01_input_alignments/OG0003255_disco_tree1_aligned_trim.faa	592	29	0.524253120474889
13_distribution_divergence/01_input_alignments/OG0006531_disco_tree1_aligned_trim.faa	549	26	0.524286623416988
13_distribution_divergence/01_input_alignments/OG0002154_disco_tree1_aligned_trim.faa	2792	28	0.524511625026301
13_distribution_divergence/01_input_alignments/OG0004694_disco_tree1_aligned_trim.faa	272	24	0.524570090842064
13_distribution_divergence/01_input_alignments/OG0003725_disco_tree1_aligned_trim.faa	341	29	0.524625587061058
13_distribution_divergence/01_input_alignments/OG0010937_disco_tree1_aligned_trim.faa	234	31	0.524725389771927
13_distribution_divergence/01_input_alignments/OG0005405_disco_tree1_aligned_trim.faa	392	20	0.524833060224501
13_distribution_divergence/01_input_alignments/OG0000284_disco_tree3_aligned_trim.faa	327	28	0.524842873906217
13_distribution_divergence/01_input_alignments/OG0003632_disco_tree1_aligned_trim.faa	1005	21	0.524908779995528
13_distribution_divergence/01_input_alignments/OG0007888_disco_tree1_aligned_trim.faa	328	31	0.524942918900754
13_distribution_divergence/01_input_alignments/OG0009139_disco_tree1_aligned_trim.faa	198	32	0.524989433613203
13_distribution_divergence/01_input_alignments/OG0004524_disco_tree1_aligned_trim.faa	259	17	0.525235916896611
13_distribution_divergence/01_input_alignments/OG0006473_disco_tree1_aligned_trim.faa	308	31	0.525333331614067
13_distribution_divergence/01_input_alignments/OG0006011_disco_tree1_aligned_trim.faa	626	30	0.525444279080858
13_distribution_divergence/01_input_alignments/OG0008491_disco_tree1_aligned_trim.faa	527	29	0.52548373247941
13_distribution_divergence/01_input_alignments/OG0003650_disco_tree1_aligned_trim.faa	881	25	0.525497125868657
13_distribution_divergence/01_input_alignments/OG0006902_disco_tree1_aligned_trim.faa	332	27	0.525511962017722
13_distribution_divergence/01_input_alignments/OG0001647_disco_tree1_aligned_trim.faa	643	30	0.525526161832968
13_distribution_divergence/01_input_alignments/OG0011943_disco_tree1_aligned_trim.faa	213	27	0.525528131846174
13_distribution_divergence/01_input_alignments/OG0008201_disco_tree1_aligned_trim.faa	532	21	0.525645491030781
13_distribution_divergence/01_input_alignments/OG0009546_disco_tree1_aligned_trim.faa	122	34	0.525701275327404
13_distribution_divergence/01_input_alignments/OG0003479_disco_tree1_aligned_trim.faa	2825	30	0.525724599357778
13_distribution_divergence/01_input_alignments/OG0004986_disco_tree1_aligned_trim.faa	1734	23	0.525753669444485
13_distribution_divergence/01_input_alignments/OG0003629_disco_tree1_aligned_trim.faa	979	25	0.525865853370586
13_distribution_divergence/01_input_alignments/OG0004736_disco_tree1_aligned_trim.faa	103	17	0.525909527885697
13_distribution_divergence/01_input_alignments/OG0008599_disco_tree1_aligned_trim.faa	139	32	0.525936580926388
13_distribution_divergence/01_input_alignments/OG0002942_disco_tree1_aligned_trim.faa	371	20	0.525947789325495
13_distribution_divergence/01_input_alignments/OG0012253_disco_tree1_aligned_trim.faa	217	25	0.52601893998619
13_distribution_divergence/01_input_alignments/OG0001850_disco_tree1_aligned_trim.faa	491	32	0.52601951020785
13_distribution_divergence/01_input_alignments/OG0004090_disco_tree1_aligned_trim.faa	822	23	0.526273346526616
13_distribution_divergence/01_input_alignments/OG0002829_disco_tree2_aligned_trim.faa	323	18	0.526300048792289
13_distribution_divergence/01_input_alignments/OG0008731_disco_tree1_aligned_trim.faa	282	32	0.5263004030367
13_distribution_divergence/01_input_alignments/OG0002338_disco_tree1_aligned_trim.faa	1674	19	0.526776370595123
13_distribution_divergence/01_input_alignments/OG0011329_disco_tree1_aligned_trim.faa	186	21	0.526845103452899
13_distribution_divergence/01_input_alignments/OG0009794_disco_tree1_aligned_trim.faa	294	32	0.526860668131796
13_distribution_divergence/01_input_alignments/OG0009920_disco_tree1_aligned_trim.faa	363	31	0.526867401167605
13_distribution_divergence/01_input_alignments/OG0000087_disco_tree1_aligned_trim.faa	1459	26	0.527113566551618
13_distribution_divergence/01_input_alignments/OG0003469_disco_tree1_aligned_trim.faa	1142	27	0.527203068297581
