gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Dsuz_XP.016923664.2	OG17:fd-5-96Cb	100.0	fd-5/fd-96Cb	100.0/96.0
Dmel_NP.524496.1	OG17:fd-5-96Cb	100.0	fd-5/fd-96Cb	96.0/100.0
Agam_XP.061497721.1	OG18:fd-4-96Ca	100.0	fd-4/fd-96Ca	100.0/100.0
Dana_XP.001953690.1	OG18:fd-4-96Ca	100.0	fd-4/fd-96Ca	99.0/91.0
Dmel_NP.001287516.1	OG18:fd-4-96Ca	100.0	fd-4/fd-96Ca	99.0/100.0
Dsuz_XP.016923665.2	OG18:fd-4-96Ca	100.0	fd-4/fd-96Ca	99.0/89.0
Dpse_XP.033232491.1	OG18:fd-4-96Ca	100.0	fd-4/fd-96Ca	89.0/99.0
Dser_XP.020817686.1	OG18:fd-4-96Ca	100.0	fd-4/fd-96Ca	99.0/91.0
Dele_XP.017123798.1	OG18:fd-4-96Ca	100.0	fd-4/fd-96Ca	99.0/84.0
Dkik_XP.017020776.1	OG18:fd-4-96Ca	100.0	fd-4/fd-96Ca	99.0/91.0
Dwil_XP.002072971.1	OG18:fd-4-96Ca	100.0	fd-4/fd-96Ca	92.0/99.0
Dalb_XP.034114767.1	OG18:fd-4-96Ca	100.0	fd-4/fd-96Ca	92.0/99.0
Dgri_XP.001990840.1	OG18:fd-4-96Ca	100.0	fd-4/fd-96Ca	89.0/99.0
Dbus_XP.017846227.1	OG18:fd-4-96Ca	100.0	fd-4/fd-96Ca	88.0/99.0
Dbip_XP.017103916.2	OG18:fd-4-96Ca	100.0	fd-4/fd-96Ca	99.0/91.0
Dhyd_XP.023172915.1	OG18:fd-4-96Ca	100.0	fd-4/fd-96Ca	89.0/99.0
Dari_XP.017856594.1	OG18:fd-4-96Ca	100.0	fd-4/fd-96Ca	100.0/99.0
Dsec_XP.002043867.1	OG18:fd-4-96Ca	100.0	fd-4/fd-96Ca	99.0/91.0
Dere_XP.001981874.1	OG18:fd-4-96Ca	100.0	fd-4/fd-96Ca	99.0/91.0
Dmir_XP.017141748.1	OG18:fd-4-96Ca	100.0	fd-4/fd-96Ca	89.0/99.0
Agam_XP.061507474.1	OG19:NA	1.0	NA	NA
Agam_XP.061497423.1	OG20:NA	1.0	NA	NA
Agam_XP.312480.5	OG21:NA	1.0	NA	NA
